,jobid,app_key,app_circuit_index,repetition_index,circuit_width,num_2q_gates,total_shots,observed_fidelity,simulated_fidelity
134,a84a965b-caab-4ec9-ab7d-b6fe91cbbb57,Benchmark Results - Hamiltonian Simulation - Qiskit,16,0,20,171,2500,0.9332557321577637,0.9332557321577637
135,8eb7f3d3-2bdd-42c2-b43b-200d8a679f25,Benchmark Results - Hamiltonian Simulation - Qiskit,17,0,21,180,2500,0.9322324818498581,0.9322324818498581
136,9176fc56-9b3b-4cd0-bb2b-b56f15db6a3d,Benchmark Results - Hamiltonian Simulation - Qiskit,18,0,22,189,2500,0.9305336205827259,0.9305336205827259
137,1894eb04-24ed-4578-9b6e-5ac4d08ffd94,Benchmark Results - Hamiltonian Simulation - Qiskit,19,0,23,198,2500,0.9285646014468832,0.9285646014468835
138,69a3b8c3-32c5-4505-bc3a-3fae6a23e2d4,Benchmark Results - Hamiltonian Simulation - Qiskit,20,0,24,207,2500,0.9190411249313923,0.9190411249313923
139,c1e05202-d4bb-44ce-a915-25a70f78d8d6,Benchmark Results - Hamiltonian Simulation - Qiskit,21,0,25,216,2500,0.9130418004642256,0.9130418004642256
140,4e8c2b6c-82a9-474f-bded-fef98a65fc17,Benchmark Results - Hamiltonian Simulation - Qiskit,22,0,26,225,2500,0.9048362524182987,0.9048362524182987
141,abaabe8f-40df-44a4-ad93-ac8f54638748,Benchmark Results - Hamiltonian Simulation - Qiskit,23,0,27,234,2500,0.9032877369280975,0.9032877369280975
142,97fe75ac-ca74-414b-bbe0-91aea0ef25ba,Benchmark Results - Hamiltonian Simulation - Qiskit,24,0,28,243,2500,0.9006762520671314,0.9006762520671314
143,618ea39d-c207-4f85-80c3-9c22dcacdd6f,Benchmark Results - Hamiltonian Simulation - Qiskit,25,0,29,252,2500,0.8952,0.8952
144,7c84d612-1208-4266-b6e8-e5978826acb6,Benchmark Results - VQE Simulation (1) - Qiskit,0,0,4,56,2500,0.8386628269784115,0.8534661237798369
145,38f5ede2-e06c-4a17-bd14-82728a44df4d,Benchmark Results - VQE Simulation (1) - Qiskit,1,0,4,56,2500,0.9340679609540289,0.9189542381932336
146,9a91334f-cdb4-4fb6-a37f-09d284ffbbe9,Benchmark Results - VQE Simulation (1) - Qiskit,2,0,4,56,2500,0.8641722722092738,0.8970742927655546
147,4506e943-c65f-4a0c-953a-059e23cc4319,Benchmark Results - VQE Simulation (1) - Qiskit,3,0,6,272,2500,0.7975292272552829,0.758264214
148,af733708-42dc-41a8-bf02-7247cffd2e77,Benchmark Results - VQE Simulation (1) - Qiskit,3,1,6,272,2500,0.7866710029610458,0.758264214
149,3d7d12cd-3f71-465e-aa65-c266b8f70bca,Benchmark Results - VQE Simulation (1) - Qiskit,4,0,6,272,2500,0.7997424453248,0.803599724
150,2fb84376-8854-446b-860d-621f628542ac,Benchmark Results - VQE Simulation (1) - Qiskit,4,1,6,272,2500,0.7970434278046639,0.803599724
151,dcd34a29-09a8-482f-8ce3-6c2a8e910cc5,Benchmark Results - VQE Simulation (1) - Qiskit,5,0,6,272,2500,0.5557684437463449,0.5409442134755384
152,5af15182-581d-4bde-941f-dd94097f2547,Benchmark Results - VQE Simulation (1) - Qiskit,5,1,6,272,2500,0.5051950818244826,0.5409442134755384
153,a361b9be-9483-4890-b8bb-37ea1445ad65,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,0,0,4,24,2500,1.0,1.0
154,1bb49172-8be3-4f18-8268-11406c189087,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,1,0,4,24,2500,1.0,1.0
155,878001ef-4915-441a-a03b-d7340e39849e,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,2,0,4,24,2500,1.0,1.0
156,725217df-8d67-4f09-84ac-15e66ea99a79,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,3,0,5,40,2500,1.0,1.0
157,6ebc445b-373c-4f50-8a58-cd13f70a3e70,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,3,1,5,40,2500,1.0,1.0
158,a83ba178-68c0-48e7-a8dc-ca449051e1eb,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,4,0,5,40,2500,1.0,1.0
159,dac3bb86-fec4-45d1-83c0-76e7b1582674,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,4,1,5,40,2500,1.0,1.0
160,70e57805-768a-4b22-bdd4-c351137f008f,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,5,0,5,40,2500,1.0,1.0
161,da17d6b5-e4ad-4912-a24a-78dec8511d57,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,5,1,5,40,2500,1.0,1.0
162,484e00ae-9a8b-4803-b07c-11556588d992,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,6,0,6,60,2500,1.0,1.0
163,f743acda-040c-4146-9ec4-7cd135d51937,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,6,1,6,60,2500,1.0,1.0
164,9608d4dd-f10b-4b56-9355-8ed65e24f6c0,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,7,0,6,60,2500,1.0,1.0
165,5690ed3f-d416-4e37-9936-b0bfd43c79fa,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,7,1,6,60,2500,1.0,1.0
166,1216bdb6-4309-43ae-8404-b266668c8b8e,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,8,0,6,60,2500,1.0,1.0
167,175df558-93d2-4539-ae00-dff129b2d8d8,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,8,1,6,60,2500,1.0,1.0
168,1034ff1c-cd15-4c46-9fda-5a12235c3822,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,9,0,7,84,2500,1.0,1.0
169,4b1bf33c-95d7-4968-93fa-67d36378a915,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,10,0,7,84,2500,1.0,1.0
170,36a159fb-818d-4b22-ad15-acea72f15903,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,11,0,7,84,2500,1.0,1.0
171,b78c0733-1537-4173-b6cb-80962a07c97d,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,12,0,8,112,2500,1.0,1.0
172,2b2d22af-1f1d-43f3-b837-deabf77caf44,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,13,0,8,112,2500,1.0,1.0
173,d4c272e0-0dd5-48cd-a540-de6c05920e48,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,14,0,8,112,2500,1.0,1.0
174,6391128e-728e-426a-b4d2-ebdfa60e45f2,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,15,0,9,144,2500,0.9968,1.0
175,0ea8e8f5-afa4-49db-aaae-4574c7a852af,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,16,0,9,144,2500,1.0,1.0
176,4edec367-9db1-4966-9b52-62b5350de65b,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,17,0,9,144,2500,0.9944000000000001,1.0
177,36350230-c609-4eff-876e-9127d43eac02,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,18,0,10,180,2500,0.9939999999999999,1.0
178,33a9218e-9f9f-4ded-bd02-47ea544b2a84,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,18,1,10,180,2500,0.9992000000000001,1.0
179,4c7afa1f-a272-4832-8c71-68c91f79a4c7,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,19,0,10,180,2500,0.9927999999999999,1.0
180,45dea620-8b12-486b-b526-4ad5676dbf08,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,19,1,10,180,2500,0.9952000000000001,1.0
181,15933661-836a-425f-b2c3-ceeab7647542,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,20,0,10,180,2500,0.9956,1.0
182,9f9f62bb-bed5-4a57-ab78-2d0e84878252,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,20,1,10,180,2500,0.9912000000000001,1.0
183,8cba2d57-10e0-4822-ac71-59a261d1df0a,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,21,0,11,220,2500,0.9980000000000001,1.0
184,21f6eb61-5a3d-4690-a783-ba2f46544039,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,22,0,11,220,2500,0.9992000000000001,1.0
185,36d4027d-5f6a-4407-81f5-59892cb71455,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,23,0,11,220,2500,0.9984,1.0
186,31f2afd8-2b2b-48d5-9f46-8d1bd52ba061,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,24,0,12,264,2500,1.0,1.0
187,654c850a-c065-428b-a2b0-dbae1103e50c,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,25,0,12,264,2500,1.0,1.0
188,f038a328-4c25-403e-a367-e637d87958cc,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,26,0,12,264,2500,0.9908,1.0
189,8502bd0e-e4e5-4f97-a13e-5bc013970513,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,27,0,13,312,2500,0.9956,1.0
190,292e6ebc-21de-460f-a825-e717a20a2f4d,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,28,0,13,312,2500,1.0,1.0
191,9378fa02-f76e-431d-9142-d5bdec55f3f3,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,29,0,13,312,2500,1.0,1.0
192,85fc5745-81cb-4236-b025-e9c7281e277c,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,30,0,14,364,2500,0.944,1.0
193,af73c299-adec-49ec-807e-3cb1d9142f53,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,31,0,14,364,2500,1.0,1.0
194,3c57014f-e114-45fc-b0a1-3c8dd49855c8,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,32,0,14,364,2500,1.0,1.0
195,cf2ffb74-9cfd-4f25-98f7-27607eee6f05,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,33,0,15,420,2500,1.0,1.0
196,d40e3574-6d00-4fa7-8bf7-f4cf7d4d8da9,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,34,0,15,420,2500,1.0,1.0
197,e4a91cd7-40d5-4fc7-b01e-65671ba73084,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,35,0,15,420,2500,1.0,1.0
198,3f9c491f-a4bb-4843-a141-93699d60bee9,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,36,0,16,480,2500,1.0,1.0
199,c45a4010-5cac-4609-aab5-765d2b506c59,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,36,1,16,480,2500,1.0,1.0
200,dded9949-4bc2-4d79-b02d-7673a2a04e74,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,37,0,16,480,2500,1.0,1.0
201,0f92db7f-0644-4bed-81b0-42cc96bf5262,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,38,0,16,480,2500,1.0,1.0
202,39760459-c5af-45e7-b7a7-d0a4eb0d49b0,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,39,0,16,480,2500,1.0,1.0
203,ff31bf7b-53b9-415f-a2e9-92e7299db16a,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,39,1,16,480,2500,1.0,1.0
204,16fcb72c-083a-4aff-93ba-946cfdf34853,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,40,0,16,480,2500,1.0,1.0
205,6567e8f3-8de6-4654-aa94-6cd8496700a8,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,41,0,16,480,2500,0.9972000000000001,1.0
206,8107961b-7633-4444-9463-a8c12fbee85c,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,42,0,17,544,2500,1.0,1.0
207,dea1bf68-92e0-4885-ae7f-1f242065cd5c,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,43,0,17,544,2500,1.0,1.0
208,91cfcaec-8470-4fc3-8925-09f89a2b3011,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,44,0,17,544,2500,1.0,1.0
209,5dabedaf-59f9-4881-bb53-7c6e22dd3605,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,45,0,17,544,2500,1.0,1.0
210,be00cda5-b9c8-49d2-b796-ba9748229e72,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,46,0,17,544,2500,1.0,1.0
211,06334eb4-4cb7-42b5-ab2e-e8527d151796,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,47,0,17,544,2500,1.0,1.0
212,2f4c8d55-9193-48f4-82b6-da2b35576bd0,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,48,0,18,612,2500,1.0,1.0
213,935d9e37-7cc7-42b8-86d3-dbfaa599dfa9,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,49,0,18,612,2500,1.0,1.0
214,25f7110e-0b86-46e2-83d7-6f154b22ed46,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,49,1,18,612,2500,1.0,1.0
215,35e307ce-f185-405f-b809-7ebcd893f1bf,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,50,0,18,612,2500,1.0,1.0
216,ba4b0783-6653-48ec-9685-ade50fef655c,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,51,0,18,612,2500,1.0,1.0
217,ae412917-8e56-4d23-ac4e-ea05586d17d6,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,52,0,19,684,2500,1.0,1.0
218,cb393fbb-e481-42e7-9942-78d9ca1be04d,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,53,0,19,684,2500,1.0,1.0
219,f90c0f5a-ef5c-412d-bebc-871084da2d35,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,54,0,19,684,2500,1.0,1.0
220,484179b1-af5e-4148-9847-44452b81ca8e,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,55,0,20,760,2500,1.0,1.0
221,53d43c5c-98a1-427a-a63d-356c2601d44c,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,56,0,20,760,2500,0.9996,1.0
222,2bb62d9f-0b4a-4931-9982-7ecaec7d3664,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,57,0,20,760,2500,0.9887999999999999,1.0
223,16a1744b-4997-4e7e-9b76-1e90377a06e8,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,58,0,21,840,2500,1.0,1.0
224,c356ffe6-0390-4128-925e-7e1f87dc9257,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,59,0,21,840,2500,0.9984,1.0
225,3cc0ac34-588b-45d7-b167-6d4c82f2a797,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,60,0,21,840,2500,1.0,1.0
226,64bbc1e5-41c7-4f7b-ba18-6c129cb67f7a,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,61,0,22,924,2500,0.9972000000000001,1.0
227,554bb704-2231-445c-951f-3a996b32b360,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,62,0,22,924,2500,1.0,1.0
228,9a5f0209-8b3a-45ba-bec8-5d3f0a354780,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,63,0,22,924,2500,1.0,1.0
229,193b3151-373e-4d7b-8c1c-3bb1698df3f0,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,64,0,23,1012,2500,1.0,1.0
230,d35b1d83-8210-4bff-8b0b-7f0266aa2cd4,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,65,0,23,1012,2500,1.0,1.0
231,05b5e840-ad18-4cc1-972a-c21e3bd840bb,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,66,0,23,1012,2500,1.0,1.0
232,a8f1141f-f881-46df-8726-0113fdfaa1eb,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,67,0,24,1104,2500,1.0,1.0
233,753ab8fa-bc94-4ef7-bcf6-65c0814bc63d,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,68,0,24,1104,2500,1.0,1.0
234,6fb82d55-e44b-4b04-b3b1-025d041ff470,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,69,0,24,1104,2500,1.0,1.0
235,e1c7b173-473e-45af-9dde-2f6fd1a54c01,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,70,0,25,1200,2500,1.0,1.0
236,692e1cba-9a8b-4904-b13b-a64bc1826dbb,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,71,0,25,1200,2500,1.0,1.0
237,7a9342d5-902f-4e3e-b5cb-91a7bbafc5c2,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,72,0,25,1200,2500,0.9956,1.0
238,8e43ce6d-5fc4-4602-9b6f-ca15ddedee66,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,73,0,26,1300,2500,1.0,1.0
239,a0f44e5a-5ecd-4467-8c0b-d99654831e32,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,74,0,26,1300,2500,0.9828,1.0
240,645d8e7a-aec4-4b04-a7b5-5f7c5cee9b4c,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,75,0,26,1300,2500,1.0,1.0
241,4c4561e5-abe2-4c92-aa3a-60b0792de82f,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,76,0,27,1404,2500,1.0,1.0
242,a3d087a3-6db7-48e5-8914-8cac1d99e29b,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,77,0,27,1404,2500,1.0,1.0
243,f08e2d49-d864-4430-980b-980166e063e3,Benchmark Results - Quantum Fourier Transform (1) - Qiskit,78,0,27,1404,2500,1.0,1.0
244,0c6cdedf-c4f4-4996-89da-98847a126c42,Benchmark Results - Monte Carlo Sampling (2) - Qiskit,0,0,4,96,2500,0.952958247092713,0.9982996688740622
245,eb48d2a6-efce-4e2f-9464-73aa7bd4a7c4,Benchmark Results - Monte Carlo Sampling (2) - Qiskit,1,0,5,224,2500,0.7208371131623602,0.9956248581336492
246,6528a897-757a-47d8-8fca-9f8b076fe78a,Benchmark Results - Monte Carlo Sampling (2) - Qiskit,2,0,6,478,2500,0.6397655273838642,0.9948468854100225
247,8c9b1398-b48b-474e-b4a2-2142bc864aaa,Benchmark Results - Monte Carlo Sampling (2) - Qiskit,2,1,6,478,2500,0.5404009569359735,0.9948468854100225
248,75c6d653-8abc-47e5-939c-4c37708ac2d2,Benchmark Results - Monte Carlo Sampling (2) - Qiskit,3,0,6,478,2500,0.9867188504232105,0.997204344309259
249,68d59437-f275-4579-bbc0-cea2c40525e7,Benchmark Results - Monte Carlo Sampling (2) - Qiskit,3,1,6,478,2500,0.9801800161030593,0.997204344309259
250,87523c3d-3889-4c99-9d04-0ac6a0171de2,Benchmark Results - Monte Carlo Sampling (2) - Qiskit,3,2,6,478,2500,0.9474527969027634,0.997204344309259
251,c2beb60d-46a6-4cc9-9ca6-e926aadb59f9,Benchmark Results - Monte Carlo Sampling (2) - Qiskit,3,3,6,478,2500,0.9776695890196441,0.997204344309259
252,29fd583b-97db-4cdb-8794-9bd8073b0d4c,Benchmark Results - Monte Carlo Sampling (2) - Qiskit,3,4,6,478,2500,0.9835569431223068,0.997204344309259
253,3cfcda5e-8e6a-45d1-9720-44509a3a4fec,Benchmark Results - Monte Carlo Sampling (2) - Qiskit,3,5,6,478,2500,0.9553364140732136,0.997204344309259
254,45352eb6-6e39-445b-86b8-beb5a16661e7,Benchmark Results - Monte Carlo Sampling (2) - Qiskit,3,6,6,478,2500,0.8550154567328109,0.997204344309259
255,f3935fcf-56ba-436d-81b5-b7e20ded5dbc,Benchmark Results - Monte Carlo Sampling (2) - Qiskit,3,7,6,478,2500,0.9413277071454519,0.997204344309259
256,c6ee54b6-1da8-4d76-b9ae-3a08f528b70d,Benchmark Results - Monte Carlo Sampling (2) - Qiskit,3,8,6,478,2500,0.98108669195013,0.997204344309259
257,710e2708-051d-4d63-a492-68f2ef8a8d62,Benchmark Results - Monte Carlo Sampling (2) - Qiskit,3,9,6,478,2500,0.9817168099665897,0.997204344309259
